Parada;Veiculo;Rota;DataHoraAntesParada;DistanciaAntesParada;DataHoraDepoisParada;DistanciaDepoisParada;VelociadadeKmH
P31 I 104C;2083;0104C;21/03/2018 08:17;3,888671875;21/03/2018 08:18;0,930664063;0,385600001
P31 I 104C;2052;0104C;21/03/2018 08:58;3,888671875;21/03/2018 08:59;0,911132813;0,314181805
P32 V 104C;2083;0104C;21/03/2018 06:40;44,87304688;21/03/2018 06:41;399,1074219;29,06050873
P33 V 104C;2004;0104C;21/03/2018 06:22;370,3066406;21/03/2018 06:23;32,22265625;29,57363319
P33 V 104C;2083;0104C;21/03/2018 06:48;214,1074219;21/03/2018 06:49;273,203125;31,89665413
P33 V 104C*;2083;0104C;21/03/2018 06:43;51,64257813;21/03/2018 06:43;17,30859375;10,79217434
P33 V 104C*;2062;0104C;21/03/2018 06:56;54,53320313;21/03/2018 06:57;62,66796875;8,610611916
P33 V 104C*;2052;0104C;21/03/2018 07:22;51,65234375;21/03/2018 07:23;51,53710938;11,60887527
P33 V 104C*;2083;0104C;21/03/2018 08:11;51,65234375;21/03/2018 08:11;7,91796875;7,14839983
P33 V 104C*;2062;0104C;21/03/2018 08:28;31,57226563;21/03/2018 08:29;62,6875;6,169745445
P33 V 104C*;2052;0104C;21/03/2018 08:49;51,65234375;21/03/2018 08:49;23,5078125;6,29246521
P34 V 104C;2083;0104C;21/03/2018 00:13;264,0859375;21/03/2018 00:14;155,4746094;50,34719849
P34 V 104C;2004;0104C;21/03/2018 06:25;18,89453125;21/03/2018 06:25;155,5546875;89,7171402
P34 V 104C;2083;0104C;21/03/2018 06:50;277,5058594;21/03/2018 06:51;448,5644531;47,52458191
P34 V 104C;2062;0104C;21/03/2018 07:09;18,91601563;21/03/2018 07:10;221,9648438;28,90559959
P34 V 104C;2052;0104C;21/03/2018 07:35;276,9257813;21/03/2018 07:36;143,234375;38,7840004
P34 V 104C;2053;0104C;21/03/2018 07:39;58,99609375;21/03/2018 07:40;688,2753906;48,03878403
P34 V 104C;2050;0104C;21/03/2018 07:53;18,875;21/03/2018 07:54;155,4941406;20,92440033
P34 V 104C;2004;0104C;21/03/2018 08:01;276,9257813;21/03/2018 08:02;221,9746094;33,25999832
P34 V 104C;2083;0104C;21/03/2018 08:23;231,5058594;21/03/2018 08:23;155,4648438;44,93844986
P34 V 104C;2062;0104C;21/03/2018 08:41;261,5546875;21/03/2018 08:42;525,5351563;50,59864426
P34 V 104C;2052;0104C;21/03/2018 09:07;276,9257813;21/03/2018 09:08;221,9355469;32,65265274
P35 V 104C;2083;0104C;21/03/2018 00:14;54,11328125;21/03/2018 00:14;473,5273438;63,31679916
P35 V 104C;2004;0104C;21/03/2018 06:25;54,03320313;21/03/2018 06:25;105,796875;115,0775986
P35 V 104C;2083;0104C;21/03/2018 06:50;487,09375;21/03/2018 06:51;238,9765625;47,52458191
P35 V 104C;2062;0104C;21/03/2018 07:09;228,5039063;21/03/2018 07:10;12,37695313;28,90559959
P35 V 104C;2052;0104C;21/03/2018 07:36;66,35351563;21/03/2018 07:36;115,2167969;38,45011902
P35 V 104C;2053;0104C;21/03/2018 07:39;268,5839844;21/03/2018 07:40;478,6875;48,03878403
P35 V 104C;2050;0104C;21/03/2018 07:54;54,09375;21/03/2018 07:54;315,90625;44,40000153
P35 V 104C;2004;0104C;21/03/2018 08:01;486,5136719;21/03/2018 08:02;12,38671875;33,25999832
P35 V 104C;2083;0104C;21/03/2018 08:23;54,12304688;21/03/2018 08:24;315,9277344;44,40599823
P35 V 104C;2062;0104C;21/03/2018 08:41;471,1425781;21/03/2018 08:42;315,9472656;50,59864426
P35 V 104C;2052;0104C;21/03/2018 09:07;486,5136719;21/03/2018 09:08;12,34765625;32,65265274
P36 V 104C;2083;0104C;21/03/2018 00:14;17,93164063;21/03/2018 00:15;433,5273438;54,17520142
P36 V 104C;2004;0104C;21/03/2018 06:25;385,6621094;21/03/2018 06:26;69,37890625;32,76287842
P36 V 104C;2083;0104C;21/03/2018 06:51;252,4824219;21/03/2018 06:52;0,978515625;30,41519928
P36 V 104C;2062;0104C;21/03/2018 07:10;479,0820313;21/03/2018 07:10;1,197265625;57,63359833
P36 V 104C;2052;0104C;21/03/2018 07:36;376,2421875;21/03/2018 07:36;69,37890625;53,47439957
P36 V 104C;2053;0104C;21/03/2018 07:40;2,712890625;21/03/2018 07:41;433,5488281;33,41566086
P36 V 104C;2050;0104C;21/03/2018 07:54;175,5527344;21/03/2018 07:55;21,04882813;23,59199905
P36 V 104C;2004;0104C;21/03/2018 08:02;479,0722656;21/03/2018 08:03;62,77734375;65,02200317
P36 V 104C;2083;0104C;21/03/2018 08:24;175,53125;21/03/2018 08:24;69,1875;29,36639977
P36 V 104C;2062;0104C;21/03/2018 08:42;175,5117188;21/03/2018 08:43;131,1582031;36,80039978
P36 V 104C;2052;0104C;21/03/2018 09:09;15,69140625;21/03/2018 09:09;170,3984375;22,3307991
P37 V 104C;2083;0104C;21/03/2018 00:14;423,4589844;21/03/2018 00:15;28;54,17520142
P37 V 104C;2050;0104C;21/03/2018 06:21;274,359375;21/03/2018 06:21;157,0605469;51,770401
P37 V 104C;2004;0104C;21/03/2018 06:26;336,1484375;21/03/2018 06:27;28,06054688;43,7052002
P37 V 104C;2083;0104C;21/03/2018 06:52;252,1289063;21/03/2018 06:53;157,0214844;49,09799957
P37 V 104C;2062;0104C;21/03/2018 07:11;274,359375;21/03/2018 07:11;157,0410156;51,76800156
P37 V 104C;2052;0104C;21/03/2018 07:37;29,76953125;21/03/2018 07:37;398,8398438;51,43320084
P37 V 104C;2053;0104C;21/03/2018 07:40;408,2402344;21/03/2018 07:41;28,02148438;33,41566086
P37 V 104C;2050;0104C;21/03/2018 07:55;172,4902344;21/03/2018 07:56;290,6113281;53,7793541
P37 V 104C;2004;0104C;21/03/2018 08:04;172,5097656;21/03/2018 08:04;349,2207031;313,0379944
P37 V 104C;2083;0104C;21/03/2018 08:24;336,3398438;21/03/2018 08:25;6,16015625;41,09999847
P37 V 104C;2062;0104C;21/03/2018 08:43;274,3691406;21/03/2018 08:43;28,05078125;36,29040146
P37 V 104C;2052;0104C;21/03/2018 09:10;235,1289063;21/03/2018 09:10;157,0703125;235,3200073
P38 V 104C;2083;0104C;21/03/2018 00:15;311,296875;21/03/2018 00:15;210,6738281;62,63639832
P38 V 104C;2050;0104C;21/03/2018 06:21;182,2363281;21/03/2018 06:22;246,8730469;51,49319839
P38 V 104C;2004;0104C;21/03/2018 06:27;311,2363281;21/03/2018 06:27;59,953125;44,5428009
P38 V 104C;2083;0104C;21/03/2018 06:53;182,2753906;21/03/2018 06:53;59,953125;29,06760025
P38 V 104C;2062;0104C;21/03/2018 07:11;182,2558594;21/03/2018 07:12;37,03320313;26,31480026
P38 V 104C;2052;0104C;21/03/2018 07:37;369,0664063;21/03/2018 07:37;59,54296875;51,43320084
P38 V 104C;2053;0104C;21/03/2018 07:41;311,2753906;21/03/2018 07:41;47,6328125;39,15382004
P38 V 104C;2050;0104C;21/03/2018 07:56;48,68554688;21/03/2018 07:56;124,9042969;20,8307991
P38 V 104C;2004;0104C;21/03/2018 08:04;511,8066406;21/03/2018 08:04;9,923828125;313,0379944
P38 V 104C;2083;0104C;21/03/2018 08:25;333,1367188;21/03/2018 08:25;59,94335938;47,16960144
P38 V 104C;2062;0104C;21/03/2018 08:43;311,2460938;21/03/2018 08:44;2,984375;37,70759964
P38 V 104C;2052;0104C;21/03/2018 09:11;0,95703125;21/03/2018 09:11;11,81445313;6,567428589
P39 V 104C;2083;0104C;21/03/2018 00:15;5,349609375;21/03/2018 00:16;168,5195313;20,86440086
P39 V 104C;2050;0104C;21/03/2018 06:21;398,2597656;21/03/2018 06:22;30,84960938;51,49319839
P39 V 104C;2004;0104C;21/03/2018 06:28;156,0703125;21/03/2018 06:29;568,4707031;47,42443466
P39 V 104C;2083;0104C;21/03/2018 06:53;156,0703125;21/03/2018 06:54;126,3808594;33,89400101
P39 V 104C;2062;0104C;21/03/2018 07:12;178,9902344;21/03/2018 07:12;31,29101563;25,23360062
P39 V 104C;2052;0104C;21/03/2018 07:37;156,4804688;21/03/2018 07:38;31,22070313;22,52400017
P39 V 104C;2053;0104C;21/03/2018 07:42;91,109375;21/03/2018 07:43;31,25976563;8,157999992
P39 V 104C;2050;0104C;21/03/2018 07:56;91,11914063;21/03/2018 07:57;31,24023438;14,68319988
P39 V 104C;2004;0104C;21/03/2018 08:04;202,0898438;21/03/2018 08:05;31,24023438;16,15361595
P39 V 104C;2083;0104C;21/03/2018 08:26;91,12890625;21/03/2018 08:26;0,80078125;11,0316
P39 V 104C;2062;0104C;21/03/2018 08:45;91,08007813;21/03/2018 08:45;29,62109375;14,48400021
P39 V 104C;2052;0104C;21/03/2018 09:13;91,08007813;21/03/2018 09:14;31,23046875;15,72557163
P40 V 104C;2083;0104C;21/03/2018 00:16;53,13867188;21/03/2018 00:16;427,671875;57,69720078
P40 V 104C;2050;0104C;21/03/2018 06:22;190,8085938;21/03/2018 06:22;164,6816406;42,65879822
P40 V 104C;2004;0104C;21/03/2018 06:28;377,7285156;21/03/2018 06:29;346,8125;47,42443466
P40 V 104C;2083;0104C;21/03/2018 06:54;95,27734375;21/03/2018 06:54;90,91210938;22,34280014
P40 V 104C;2062;0104C;21/03/2018 07:12;190,3671875;21/03/2018 07:13;22,04296875;26,36813736
P40 V 104C;2052;0104C;21/03/2018 07:39;82,54882813;21/03/2018 07:39;270,5429688;45,39728546
P40 V 104C;2053;0104C;21/03/2018 07:43;190,3984375;21/03/2018 07:44;164,671875;255,6504059
P40 V 104C;2050;0104C;21/03/2018 07:58;53,12695313;21/03/2018 07:58;22,11132813;27,08639908
P40 V 104C;2004;0104C;21/03/2018 08:06;53,1484375;21/03/2018 08:06;427,6914063;57,70080185
P40 V 104C;2083;0104C;21/03/2018 08:28;53,15820313;21/03/2018 08:28;346,7929688;47,99399948
P40 V 104C;2062;0104C;21/03/2018 08:47;53,13867188;21/03/2018 08:47;276,6425781;39,57360077
P40 V 104C;2052;0104C;21/03/2018 09:14;190,4277344;21/03/2018 09:15;90,91210938;34,9249649
P41 V 104C;2083;0104C;21/03/2018 00:16;419,6738281;21/03/2018 00:16;61,13671875;57,69720078
P41 V 104C;2053;0104C;21/03/2018 05:56;344,453125;21/03/2018 05:57;212,0371094;66,77880096
P41 V 104C;2050;0104C;21/03/2018 06:22;201,8535156;21/03/2018 06:23;219,8261719;50,60160065
P41 V 104C;2004;0104C;21/03/2018 06:29;19,72265625;21/03/2018 06:29;357,8671875;45,31079865
P41 V 104C;2083;0104C;21/03/2018 06:55;89,87304688;21/03/2018 06:55;219,7773438;37,15800095
P41 V 104C;2062;0104C;21/03/2018 07:14;113,8027344;21/03/2018 07:14;357,9472656;424,5750122
P41 V 104C;2052;0104C;21/03/2018 07:40;19,72265625;21/03/2018 07:40;357,8769531;45,31200027
P41 V 104C;2053;0104C;21/03/2018 07:44;201,8632813;21/03/2018 07:44;462,15625;43,46312714
P41 V 104C;2050;0104C;21/03/2018 07:58;344,4238281;21/03/2018 07:59;357,9375;45,97265625
P41 V 104C;2004;0104C;21/03/2018 08:06;419,6835938;21/03/2018 08:06;61,15625;57,70080185
P41 V 104C;2083;0104C;21/03/2018 08:28;19,7421875;21/03/2018 08:29;357,8769531;45,31439972
P41 V 104C;2062;0104C;21/03/2018 08:47;89,89257813;21/03/2018 08:48;339,1464844;51,48479843
P41 V 104C;2052;0104C;21/03/2018 09:15;275,6230469;21/03/2018 09:15;219,8066406;59,45159912
P42 V 104C;2083;0104C;21/03/2018 00:16;358,8886719;21/03/2018 00:17;208,7617188;68,11799622
P42 V 104C;2053;0104C;21/03/2018 05:57;207,9882813;21/03/2018 05:57;233,7617188;53,00999832
P42 V 104C;2050;0104C;21/03/2018 06:23;200,1992188;21/03/2018 06:23;39,9609375;28,81920052
P42 V 104C;2004;0104C;21/03/2018 06:29;62,15820313;21/03/2018 06:30;126,6914063;22,66200066
P42 V 104C;2083;0104C;21/03/2018 06:56;62,08789063;21/03/2018 06:56;318,2519531;45,64080048
P42 V 104C;2062;0104C;21/03/2018 07:14;62,078125;21/03/2018 07:15;430,78125;32,25992584
P42 V 104C;2052;0104C;21/03/2018 07:41;62,078125;21/03/2018 07:41;437,9121094;138,4587708
P42 V 104C;2053;0104C;21/03/2018 07:44;621,8886719;21/03/2018 07:44;42,13085938;43,46312714
P42 V 104C;2050;0104C;21/03/2018 07:59;62,08789063;21/03/2018 07:59;54,62109375;84,03119659
P42 V 104C;2004;0104C;21/03/2018 08:06;200,2480469;21/03/2018 08:07;165,0507813;23,48357201
P42 V 104C;2083;0104C;21/03/2018 08:29;62,1484375;21/03/2018 08:29;67,44140625;15,55080032
P42 V 104C;2062;0104C;21/03/2018 08:48;80,87890625;21/03/2018 08:48;154,4121094;28,23480034
P42 V 104C;2052;0104C;21/03/2018 09:16;62,1484375;21/03/2018 09:16;545,0722656;198,7265472
P43 V 104C;2083;0104C;21/03/2018 00:17;129,0898438;21/03/2018 00:17;264,0605469;47,1780014
P43 V 104C;2053;0104C;21/03/2018 05:57;104,0898438;21/03/2018 05:58;89,4296875;23,22240067
P43 V 104C;2050;0104C;21/03/2018 06:23;297,890625;21/03/2018 06:24;131,8300781;49,90296936
P43 V 104C;2004;0104C;21/03/2018 06:30;211,1601563;21/03/2018 06:30;32,83984375;29,28000069
P43 V 104C;2083;0104C;21/03/2018 06:56;19,59960938;21/03/2018 06:57;66,61914063;10,34640026
P43 V 104C;2062;0104C;21/03/2018 07:14;399,9296875;21/03/2018 07:15;92,9296875;32,25992584
P43 V 104C;2052;0104C;21/03/2018 07:41;399,9296875;21/03/2018 07:41;100,0605469;138,4587708
P43 V 104C;2053;0104C;21/03/2018 07:44;295,7207031;21/03/2018 07:45;195,8496094;58,98839951
P43 V 104C;2050;0104C;21/03/2018 07:59;12,05078125;21/03/2018 08:00;120,1191406;15,8604002
P43 V 104C;2004;0104C;21/03/2018 08:07;172,8007813;21/03/2018 08:08;43,41015625;25,94519997
P43 V 104C;2083;0104C;21/03/2018 08:30;93,93945313;21/03/2018 08:30;52,88085938;17,61840057
P43 V 104C;2062;0104C;21/03/2018 08:48;183,4394531;21/03/2018 08:49;243,4101563;51,22200012
P43 V 104C;2052;0104C;21/03/2018 09:16;400;21/03/2018 09:16;207,2207031;198,7265472
P44 V 104C;2083;0104C;21/03/2018 00:17;373,1289063;21/03/2018 00:17;20,02148438;47,1780014
P44 V 104C;2053;0104C;21/03/2018 05:58;154,609375;21/03/2018 05:58;288,8613281;53,21640015
P44 V 104C;2050;0104C;21/03/2018 06:24;112,2089844;21/03/2018 06:24;441,3203125;66,42359924
P44 V 104C;2004;0104C;21/03/2018 06:30;211,1992188;21/03/2018 06:31;163,1015625;44,91600037
P44 V 104C;2083;0104C;21/03/2018 06:57;177,4199219;21/03/2018 06:57;219,7109375;46,11832428
P44 V 104C;2062;0104C;21/03/2018 07:15;151,109375;21/03/2018 07:16;274,3515625;51,05519867
P44 V 104C;2052;0104C;21/03/2018 07:41;143,9785156;21/03/2018 07:42;232,3203125;31,50418663
P44 V 104C;2053;0104C;21/03/2018 07:45;48,18945313;21/03/2018 07:45;274,4804688;37,47135544
P44 V 104C;2050;0104C;21/03/2018 08:00;123,9199219;21/03/2018 08:00;263,421875;46,48080063
P44 V 104C;2004;0104C;21/03/2018 08:08;200,6289063;21/03/2018 08:08;254,8613281;54,65879822
P44 V 104C;2083;0104C;21/03/2018 08:30;191,1582031;21/03/2018 08:31;21,88085938;25,56480026
P44 V 104C;2062;0104C;21/03/2018 08:49;0,62890625;21/03/2018 08:49;288,8515625;34,73759842
P45 V 104C;2053;0104C;21/03/2018 05:58;479,3730469;21/03/2018 05:59;3,197265625;57,90840149
P45 V 104C;2050;0104C;21/03/2018 06:25;69,76367188;21/03/2018 06:26;3,24609375;7,964727402
P45 V 104C;2053;0104C;21/03/2018 07:46;154,9335938;21/03/2018 07:47;3,17578125;17,7873745
P45 V 104C;2050;0104C;21/03/2018 08:01;154,953125;21/03/2018 08:02;534,5957031;57,72976685
P46 V 104C;2053;0104C;21/03/2018 05:59;205,7890625;21/03/2018 05:59;186,9101563;47,12400055
P46 V 104C;2050;0104C;21/03/2018 06:26;205,7402344;21/03/2018 06:26;182,7304688;49,9461441
P46 V 104C;2053;0104C;21/03/2018 07:47;205,7988281;21/03/2018 07:48;298,2597656;32,9930191
P46 V 104C;2050;0104C;21/03/2018 08:01;363,9394531;21/03/2018 08:02;325,609375;57,72976685
P47 V 104C;2053;0104C;21/03/2018 06:00;191,8867188;21/03/2018 06:01;487,7324219;81,55439758
P47 V 104C;2050;0104C;21/03/2018 06:28;166,6171875;21/03/2018 06:28;347,3125;370,0296021
P47 V 104C;2053;0104C;21/03/2018 07:49;151,0566406;21/03/2018 07:50;487,7226563;79,29682922
P47 V 104C;2050;0104C;21/03/2018 08:04;122,7675781;21/03/2018 08:04;645,5136719;345,7260132
P48 V 104C;2053;0104C;21/03/2018 06:01;406,0859375;21/03/2018 06:01;285,375;82,97519684
P48 V 104C;2050;0104C;21/03/2018 06:29;4,064453125;21/03/2018 06:29;51,43554688;49,95000076
P48 V 104C;2004;0104C;21/03/2018 06:34;55,22460938;21/03/2018 06:34;531,7050781;70,43160248
P48 V 104C;2083;0104C;21/03/2018 07:01;170,2558594;21/03/2018 07:02;273,8847656;51,57754898
P48 V 104C;2062;0104C;21/03/2018 07:20;57,16601563;21/03/2018 07:21;531,4550781;70,63439941
P48 V 104C;2052;0104C;21/03/2018 07:46;199,4257813;21/03/2018 07:46;184,9257813;46,12200165
P48 V 104C;2053;0104C;21/03/2018 07:50;406,0957031;21/03/2018 07:50;251,234375;78,87960052
P48 V 104C;2050;0104C;21/03/2018 08:04;199,4257813;21/03/2018 08:05;227,6757813;30,75119972
P48 V 104C;2083;0104C;21/03/2018 08:34;355,4648438;21/03/2018 08:35;57,1640625;49,5155983
P48 V 104C;2062;0104C;21/03/2018 08:53;73,3046875;21/03/2018 08:54;176,984375;30,03479958
P48 V 104C;2052;0104C;21/03/2018 09:20;31,92578125;21/03/2018 09:21;300,1640625;39,85079956
P49 V 104C;2083;0104C;21/03/2018 00:23;33,40234375;21/03/2018 00:23;421,0292969;54,53160095
P49 V 104C;2053;0104C;21/03/2018 06:02;200,7011719;21/03/2018 06:03;6,87890625;24,9095993
P49 V 104C;2050;0104C;21/03/2018 06:31;20,81054688;21/03/2018 06:31;567,2792969;1058,562012
P49 V 104C;2004;0104C;21/03/2018 06:35;27,86132813;21/03/2018 06:35;212,8378906;66,65538788
P49 V 104C;2083;0104C;21/03/2018 07:03;257,171875;21/03/2018 07:03;2,498046875;31,16040039
P49 V 104C;2062;0104C;21/03/2018 07:22;42,640625;21/03/2018 07:22;169,9980469;25,51679993
P49 V 104C;2052;0104C;21/03/2018 07:48;171,0605469;21/03/2018 07:48;149,5078125;38,46839905
P49 V 104C;2053;0104C;21/03/2018 07:51;519,3105469;21/03/2018 07:51;6,869140625;236,7810059
P49 V 104C;2050;0104C;21/03/2018 08:06;370,2910156;21/03/2018 08:06;33,54882813;48,46080017
P49 V 104C;2083;0104C;21/03/2018 08:36;131,8105469;21/03/2018 08:37;445,9589844;54,73610687
P49 V 104C;2052;0104C;21/03/2018 09:21;306,3320313;21/03/2018 09:22;445,9394531;48,36021423
P50 V 104C;2083;0104C;21/03/2018 00:23;21,4375;21/03/2018 00:24;272,9726563;42,3950386
P50 V 104C;2053;0104C;21/03/2018 06:03;76,27734375;21/03/2018 06:04;312,28125;46,62720108
P50 V 104C;2050;0104C;21/03/2018 06:31;463,2773438;21/03/2018 06:31;124,8125;1058,562012
P50 V 104C;2004;0104C;21/03/2018 06:35;229,6289063;21/03/2018 06:36;244,8613281;31,05752754
P50 V 104C;2083;0104C;21/03/2018 07:04;267,0683594;21/03/2018 07:04;24,26171875;34,95959854
P50 V 104C;2062;0104C;21/03/2018 07:24;3,068359375;21/03/2018 07:24;269,1523438;
P50 V 104C;2052;0104C;21/03/2018 07:48;292,9589844;21/03/2018 07:49;54,64257813;41,7120018
P50 V 104C;2053;0104C;21/03/2018 07:51;435,5976563;21/03/2018 07:52;315,0625;49,1341095
P50 V 104C;2050;0104C;21/03/2018 08:07;7,619140625;21/03/2018 08:07;149,1914063;18,81719971
P50 V 104C;2004;0104C;21/03/2018 08:14;244,1875;21/03/2018 08:15;42,32226563;34,38119888
P50 V 104C;2083;0104C;21/03/2018 08:36;574,2773438;21/03/2018 08:37;3,4921875;54,73610687
P50 V 104C;2052;0104C;21/03/2018 09:21;748,7988281;21/03/2018 09:22;3,47265625;48,36021423
P51 V 104C;2083;0104C;21/03/2018 00:24;23,10546875;21/03/2018 00:24;133,6035156;33,18564606
P51 V 104C;2053;0104C;21/03/2018 06:03;372,3554688;21/03/2018 06:04;16,203125;46,62720108
P51 V 104C;2050;0104C;21/03/2018 06:31;171,265625;21/03/2018 06:32;218,5332031;25,51418114
P51 V 104C;2004;0104C;21/03/2018 06:36;51,21679688;21/03/2018 06:37;50,59375;12,21720028
P51 V 104C;2083;0104C;21/03/2018 07:05;32,27539063;21/03/2018 07:05;50,59375;9,944399834
P51 V 104C;2062;0104C;21/03/2018 07:24;26,92578125;21/03/2018 07:25;202,34375;14,73878574
P51 V 104C;2052;0104C;21/03/2018 07:49;241,4355469;21/03/2018 07:49;50,60351563;35,0447998
P51 V 104C;2053;0104C;21/03/2018 07:51;731,6757813;21/03/2018 07:52;18,984375;49,1341095
P51 V 104C;2050;0104C;21/03/2018 08:07;146,8867188;21/03/2018 08:08;119,09375;31,91760063
P51 V 104C;2004;0104C;21/03/2018 08:15;253,7558594;21/03/2018 08:15;34,05273438;34,53720093
P51 V 104C;2083;0104C;21/03/2018 08:37;224,6367188;21/03/2018 08:37;46,1328125;32,49240112
P51 V 104C;2062;0104C;21/03/2018 08:56;146,8671875;21/03/2018 08:56;141,3027344;34,58039856
P51 V 104C;2052;0104C;21/03/2018 09:23;146,8671875;21/03/2018 09:23;50,60351563;23,69639969
P52 V 104C;2083;0104C;21/03/2018 00:24;90,49609375;21/03/2018 00:25;230,234375;20,99323654
P52 V 104C;2053;0104C;21/03/2018 06:04;55,85546875;21/03/2018 06:05;80,32421875;16,34160042
P52 V 104C;2050;0104C;21/03/2018 06:32;5,56640625;21/03/2018 06:33;17,7734375;2,800800085
P52 V 104C;2004;0104C;21/03/2018 06:37;5,595703125;21/03/2018 06:38;208,9238281;25,74239922
P52 V 104C;2083;0104C;21/03/2018 07:06;5,615234375;21/03/2018 07:06;86,78320313;11,0880003
P52 V 104C;2062;0104C;21/03/2018 07:25;21,75585938;21/03/2018 07:25;166,8046875;26,10830688
P52 V 104C;2052;0104C;21/03/2018 07:49;173,4960938;21/03/2018 07:50;17,7734375;22,95240021
P52 V 104C;2053;0104C;21/03/2018 07:53;69,43554688;21/03/2018 07:54;281,3046875;22,95752716
P52 V 104C;2050;0104C;21/03/2018 08:08;105,0058594;21/03/2018 08:08;17,7734375;14,73359966
P52 V 104C;2004;0104C;21/03/2018 08:16;60,73632813;21/03/2018 08:16;17,74414063;9,113806725
P52 V 104C;2083;0104C;21/03/2018 08:38;37,95507813;21/03/2018 08:38;17,7734375;6,471870899
P52 V 104C;2062;0104C;21/03/2018 08:56;82,796875;21/03/2018 08:57;17,72460938;12,06239986
P52 V 104C;2052;0104C;21/03/2018 09:24;21,75585938;21/03/2018 09:24;17,7734375;4,743599892
P53 V 104C;2083;0104C;21/03/2018 00:25;49,9765625;21/03/2018 00:25;81,5625;15,78479958
P53 V 104C;2053;0104C;21/03/2018 06:05;199,8867188;21/03/2018 06:05;24,3828125;26,91239929
P53 V 104C;2050;0104C;21/03/2018 06:33;262,4375;21/03/2018 06:33;1,2734375;31,64520073
P53 V 104C;2004;0104C;21/03/2018 06:38;71,28710938;21/03/2018 06:38;81,54296875;18,33959961
P53 V 104C;2083;0104C;21/03/2018 07:06;193,4277344;21/03/2018 07:07;22,73242188;25,93919945
P53 V 104C;2062;0104C;21/03/2018 07:27;69,05664063;21/03/2018 07:28;535,2539063;38,8484993
P53 V 104C;2052;0104C;21/03/2018 07:50;22,1171875;21/03/2018 07:51;146,3925781;20,22120094
P53 V 104C;2053;0104C;21/03/2018 07:53;349,6464844;21/03/2018 07:54;1,09375;22,95752716
P53 V 104C;2050;0104C;21/03/2018 08:09;23,49609375;21/03/2018 08:09;65,76367188;16,91242027
P53 V 104C;2004;0104C;21/03/2018 08:16;262,4667969;21/03/2018 08:17;24,36328125;34,41960144
P53 V 104C;2083;0104C;21/03/2018 08:38;262,4375;21/03/2018 08:39;16,4140625;33,4620018
