Parada;Veiculo;Rota;DataHoraAntesParada;DistanciaAntesParada;DataHoraDepoisParada;DistanciaDepoisParada;VelociadadeKmH
P53 V 104C;2062;0104C;21/03/2018 08:58;49,98632813;21/03/2018 08:58;143,5136719;58,04999924
P53 V 104C;2052;0104C;21/03/2018 09:24;262,4375;21/03/2018 09:25;24,39257813;34,41960144
P54 V 104C;2083;0104C;21/03/2018 00:25;120,390625;21/03/2018 00:26;65,61914063;22,32119942
P54 V 104C;2053;0104C;21/03/2018 06:05;177,5703125;21/03/2018 06:06;11,72070313;21,9820652
P54 V 104C;2050;0104C;21/03/2018 06:34;55,52929688;21/03/2018 06:34;115,6894531;51,36600113
P54 V 104C;2004;0104C;21/03/2018 06:39;55,55078125;21/03/2018 06:39;227,609375;33,97919846
P54 V 104C;2083;0104C;21/03/2018 07:07;128,7402344;21/03/2018 07:08;115,6699219;29,32920074
P54 V 104C;2062;0104C;21/03/2018 07:27;271,0097656;21/03/2018 07:28;333,3007813;38,8484993
P54 V 104C;2052;0104C;21/03/2018 07:51;55,56054688;21/03/2018 07:51;226,6699219;33,86759949
P54 V 104C;2053;0104C;21/03/2018 07:54;61,93945313;21/03/2018 07:55;205,1503906;32,05080032
P54 V 104C;2050;0104C;21/03/2018 08:09;56,08984375;21/03/2018 08:10;254,7304688;20,3445816
P54 V 104C;2004;0104C;21/03/2018 08:17;177,5898438;21/03/2018 08:17;115,6992188;35,19480133
P54 V 104C;2083;0104C;21/03/2018 08:39;55,5703125;21/03/2018 08:40;227,5898438;33,97919846
P54 V 104C;2062;0104C;21/03/2018 08:58;58,43945313;21/03/2018 08:59;227,609375;20,59560013
P54 V 104C;2052;0104C;21/03/2018 09:25;177,5605469;21/03/2018 09:25;12,09960938;22,75919914
P55 V 104C;2083;0104C;21/03/2018 00:26;161,3808594;21/03/2018 00:26;28,74023438;22,81439972
P55 V 104C;2053;0104C;21/03/2018 06:06;215,2792969;21/03/2018 06:06;0,580078125;25,90320015
P55 V 104C;2050;0104C;21/03/2018 06:34;111,3105469;21/03/2018 06:35;263,5605469;24,0987854
P55 V 104C;2004;0104C;21/03/2018 06:39;282,5507813;21/03/2018 06:39;0,609375;33,97919846
P55 V 104C;2083;0104C;21/03/2018 07:08;111,3300781;21/03/2018 07:08;27,93945313;16,71240044
P55 V 104C;2062;0104C;21/03/2018 07:27;498,0097656;21/03/2018 07:28;106,3007813;38,8484993
P55 V 104C;2052;0104C;21/03/2018 07:51;0,330078125;21/03/2018 07:52;98,30078125;11,8355999
P55 V 104C;2053;0104C;21/03/2018 07:55;21,84960938;21/03/2018 07:55;83,40039063;12,63000011
P55 V 104C;2050;0104C;21/03/2018 08:09;283,0898438;21/03/2018 08:10;27,73046875;20,3445816
P55 V 104C;2004;0104C;21/03/2018 08:17;111,3007813;21/03/2018 08:17;0,529296875;25,16175079
P55 V 104C;2083;0104C;21/03/2018 08:39;282,5703125;21/03/2018 08:40;0,58984375;33,97919846
P55 V 104C;2062;0104C;21/03/2018 08:58;285,4394531;21/03/2018 08:59;0,609375;20,59560013
P55 V 104C;2052;0104C;21/03/2018 09:26;54,72070313;21/03/2018 09:26;106,3203125;19,32480049
P56 V 104C;2083;0104C;21/03/2018 00:27;99,12109375;21/03/2018 00:27;158,2988281;30,89039993
P56 V 104C;2083;0104C;21/03/2018 05:21;122,4511719;21/03/2018 05:22;78,52929688;24,11759949
P56 V 104C;2053;0104C;21/03/2018 06:07;47,28125;21/03/2018 06:07;86,61914063;28,35529327
P56 V 104C;2050;0104C;21/03/2018 06:36;6,841796875;21/03/2018 06:36;204,71875;25,3871994
P56 V 104C;2004;0104C;21/03/2018 06:40;6,91015625;21/03/2018 06:41;131,46875;20,75699997
P56 V 104C;2083;0104C;21/03/2018 07:09;6,890625;21/03/2018 07:10;158,25;18,01527214
P56 V 104C;2062;0104C;21/03/2018 07:28;10,8203125;21/03/2018 07:29;145,1191406;18,71279907
P56 V 104C;2052;0104C;21/03/2018 07:52;6,8203125;21/03/2018 07:53;515,3789063;35,47018814
P56 V 104C;2053;0104C;21/03/2018 07:56;6,900390625;21/03/2018 07:57;386,4199219;25,74458122
P56 V 104C;2050;0104C;21/03/2018 08:11;6,8515625;21/03/2018 08:12;157,9589844;19,7772007
P56 V 104C;2004;0104C;21/03/2018 08:18;362,1210938;21/03/2018 08:18;145,8496094;33,24894714
P56 V 104C;2083;0104C;21/03/2018 08:41;7,640625;21/03/2018 08:41;84,16992188;14,37026119
P56 V 104C;2062;0104C;21/03/2018 09:00;6,87109375;21/03/2018 09:00;195,7597656;24,31559944
P56 V 104C;2052;0104C;21/03/2018 09:27;11,52148438;21/03/2018 09:27;74,5;10,32240009
P58 V 104C;2083;0104C;21/03/2018 00:30;48,93945313;21/03/2018 00:31;128,6699219;21,3132
P58 V 104C;2083;0104C;21/03/2018 05:31;101,0800781;21/03/2018 05:31;98,01953125;23,8920002
P58 V 104C;2053;0104C;21/03/2018 06:10;101,0410156;21/03/2018 06:11;91,40039063;36,46231461
P58 V 104C;2050;0104C;21/03/2018 06:39;154,2910156;21/03/2018 06:40;63,36914063;26,11919975
P58 V 104C;2004;0104C;21/03/2018 06:44;127,9003906;21/03/2018 06:45;91,37890625;22,55451393
P58 V 104C;2083;0104C;21/03/2018 07:13;57,41992188;21/03/2018 07:14;368,0097656;27,84632683
P58 V 104C;2062;0104C;21/03/2018 07:32;37,609375;21/03/2018 07:33;214,6191406;30,26759911
P58 V 104C;2052;0104C;21/03/2018 07:55;188,0898438;21/03/2018 07:56;179,9199219;24,08792686
P58 V 104C;2053;0104C;21/03/2018 07:59;101,0507813;21/03/2018 08:00;128,6503906;27,56399918
P58 V 104C;2050;0104C;21/03/2018 08:15;37,640625;21/03/2018 08:15;209,2695313;28,67341995
P58 V 104C;2004;0104C;21/03/2018 08:22;101,0996094;21/03/2018 08:22;122,0097656;26,77319908
P58 V 104C;2083;0104C;21/03/2018 08:45;37,640625;21/03/2018 08:45;84,09960938;14,60879993
P58 V 104C;2062;0104C;21/03/2018 09:04;101,0800781;21/03/2018 09:05;127,8789063;27,47520065
P58 V 104C;2052;0104C;21/03/2018 09:31;335,8808594;21/03/2018 09:31;91,41992188;27,96872711
P59 V 104C;2083;0104C;21/03/2018 00:31;67,9453125;21/03/2018 00:31;18,01367188;15,47280025
P59 V 104C;2083;0104C;21/03/2018 05:31;98,59570313;21/03/2018 05:32;132,7539063;27,76199913
P59 V 104C;2053;0104C;21/03/2018 06:11;105,2148438;21/03/2018 06:11;150,125;30,64080048
P59 V 104C;2050;0104C;21/03/2018 06:40;133,2460938;21/03/2018 06:40;134,2949219;32,10480118
P59 V 104C;2004;0104C;21/03/2018 06:45;105,2363281;21/03/2018 06:45;138,8652344;29,29199982
P59 V 104C;2083;0104C;21/03/2018 07:13;254,0351563;21/03/2018 07:14;171,3945313;27,84632683
P59 V 104C;2062;0104C;21/03/2018 07:32;234,2246094;21/03/2018 07:33;18,00390625;30,26759911
P59 V 104C;2052;0104C;21/03/2018 07:56;16,6953125;21/03/2018 07:57;262,0839844;33,45360184
P59 V 104C;2053;0104C;21/03/2018 08:00;67,96484375;21/03/2018 08:00;16,1953125;43,2822876
P59 V 104C;2050;0104C;21/03/2018 08:15;234,2558594;21/03/2018 08:15;12,65429688;28,67341995
P59 V 104C;2004;0104C;21/03/2018 08:22;74,60546875;21/03/2018 08:23;262,1152344;40,40639877
P59 V 104C;2083;0104C;21/03/2018 08:45;97,57617188;21/03/2018 08:46;115,875;30,73679924
P59 V 104C;2062;0104C;21/03/2018 09:05;67,98632813;21/03/2018 09:05;175,984375;62,73514175
P59 V 104C;2052;0104C;21/03/2018 09:31;105,1953125;21/03/2018 09:32;165,3847656;32,46960068
P60 V 104C;2083;0104C;21/03/2018 00:31;116,6445313;21/03/2018 00:32;122,09375;15,62661839
P60 V 104C;2083;0104C;21/03/2018 05:32;133,2558594;21/03/2018 05:32;43,02539063;20,47122574
P60 V 104C;2053;0104C;21/03/2018 06:11;115,8847656;21/03/2018 06:12;42,88476563;19,05240059
P60 V 104C;2050;0104C;21/03/2018 06:41;26,765625;21/03/2018 06:41;122,0839844;17,86199951
P60 V 104C;2004;0104C;21/03/2018 06:46;3,884765625;21/03/2018 06:46;43,07421875;24,15085793
P60 V 104C;2083;0104C;21/03/2018 07:14;40,93554688;21/03/2018 07:14;42,63476563;14,32628536
P60 V 104C;2062;0104C;21/03/2018 07:34;90,00585938;21/03/2018 07:34;349,0839844;52,69079971
P60 V 104C;2052;0104C;21/03/2018 07:57;3,92578125;21/03/2018 07:57;122,09375;15,12240028
P60 V 104C;2053;0104C;21/03/2018 08:00;90,015625;21/03/2018 08:01;122,0742188;18,179142
P60 V 104C;2050;0104C;21/03/2018 08:16;4,076171875;21/03/2018 08:16;122,0644531;18,16415977
P60 V 104C;2004;0104C;21/03/2018 08:23;3,89453125;21/03/2018 08:23;122,0644531;15,11520004
P60 V 104C;2083;0104C;21/03/2018 08:46;16,04492188;21/03/2018 08:47;122,0546875;16,5720005
P60 V 104C;2052;0104C;21/03/2018 09:32;100,625;21/03/2018 09:32;122,1054688;26,7276001
P61 V 104C;2083;0104C;21/03/2018 00:32;4,755859375;21/03/2018 00:33;222,2441406;26,36128998
P61 V 104C;2083;0104C;21/03/2018 05:32;83,82421875;21/03/2018 05:33;157,9160156;29,00880051
P61 V 104C;2026;0104C;21/03/2018 05:40;92,5546875;21/03/2018 05:40;92,11523438;22,16040039
P61 V 104C;2062;0104C;21/03/2018 05:46;78,40429688;21/03/2018 05:47;17,20507813;11,47319984
P61 V 104C;2052;0104C;21/03/2018 06:08;13,86523438;21/03/2018 06:09;295,1953125;20,22938156
P61 V 104C;2053;0104C;21/03/2018 06:12;83,96484375;21/03/2018 06:12;157,9257813;108,850502
P61 V 104C;2050;0104C;21/03/2018 06:41;4,765625;21/03/2018 06:42;222,234375;27,23999977
P61 V 104C;2004;0104C;21/03/2018 06:46;83,77539063;21/03/2018 06:47;157,9042969;124,292572
P61 V 104C;2083;0104C;21/03/2018 07:14;84,21484375;21/03/2018 07:15;157,9160156;29,05559921
P61 V 104C;2062;0104C;21/03/2018 07:34;216,8554688;21/03/2018 07:34;222,234375;52,69079971
P61 V 104C;2052;0104C;21/03/2018 07:57;4,755859375;21/03/2018 07:58;222,2441406;27,23999977
P61 V 104C;2053;0104C;21/03/2018 08:01;4,775390625;21/03/2018 08:01;157,9160156;19,52280045
P61 V 104C;2050;0104C;21/03/2018 08:17;4,78515625;21/03/2018 08:17;295,1855469;179,9819946
P61 V 104C;2004;0104C;21/03/2018 08:23;4,78515625;21/03/2018 08:24;222,2148438;27,23999977
P61 V 104C;2083;0104C;21/03/2018 08:47;4,794921875;21/03/2018 08:47;222,2050781;163,4400024
P61 V 104C;2052;0104C;21/03/2018 09:32;4,744140625;21/03/2018 09:33;222,2558594;27,23999977
P62 V 104C;2083;0104C;21/03/2018 00:33;35,91796875;21/03/2018 00:33;160,453125;23,56439972
P62 V 104C;2083;0104C;21/03/2018 05:33;100,2460938;21/03/2018 05:33;37,03320313;16,47360039
P62 V 104C;2026;0104C;21/03/2018 05:40;166,046875;21/03/2018 05:41;37,03320313;24,3696003
P62 V 104C;2062;0104C;21/03/2018 05:47;35,9375;21/03/2018 05:48;37,03320313;8,473935127
P62 V 104C;2052;0104C;21/03/2018 06:08;272,0273438;21/03/2018 06:09;37,03320313;20,22938156
P62 V 104C;2053;0104C;21/03/2018 06:12;100,2363281;21/03/2018 06:13;428,4726563;34,60647202
P62 V 104C;2050;0104C;21/03/2018 06:42;35,92773438;21/03/2018 06:42;216,8535156;91,00080109
P62 V 104C;2004;0104C;21/03/2018 06:47;35,94726563;21/03/2018 06:47;37,0234375;20,20707703
P62 V 104C;2083;0104C;21/03/2018 07:15;100,2460938;21/03/2018 07:15;59,34375;19,1508007
P62 V 104C;2062;0104C;21/03/2018 07:34;35,92773438;21/03/2018 07:35;160,4335938;23,5632
P62 V 104C;2052;0104C;21/03/2018 07:58;35,91796875;21/03/2018 07:58;160,453125;27,18969154
P62 V 104C;2053;0104C;21/03/2018 08:01;100,2460938;21/03/2018 08:02;37,03320313;16,47360039
P62 V 104C;2050;0104C;21/03/2018 08:17;262,9472656;21/03/2018 08:17;37,0234375;179,9819946
P62 V 104C;2004;0104C;21/03/2018 08:24;35,94726563;21/03/2018 08:24;233,0820313;32,28359985
P62 V 104C;2083;0104C;21/03/2018 08:47;35,95703125;21/03/2018 08:48;330,9921875;24,01854515
P62 V 104C;2052;0104C;21/03/2018 09:33;35,90625;21/03/2018 09:33;59,37304688;11,43360043
P63 V 104C;2083;0104C;21/03/2018 00:33;70,890625;21/03/2018 00:34;197,1484375;32,16479874
P63 V 104C;2083;0104C;21/03/2018 05:33;194,3105469;21/03/2018 05:34;98,5390625;35,14199829
P63 V 104C;2026;0104C;21/03/2018 05:41;194,3105469;21/03/2018 05:41;99,69921875;35,28120041
P63 V 104C;2062;0104C;21/03/2018 05:56;172;21/03/2018 05:57;503,6210938;43,43271255
P63 V 104C;2052;0104C;21/03/2018 06:09;194,3105469;21/03/2018 06:10;99,71875;35,28359985
P63 V 104C;2053;0104C;21/03/2018 06:12;331,5800781;21/03/2018 06:13;197,1289063;34,60647202
P63 V 104C;2050;0104C;21/03/2018 06:42;14,48046875;21/03/2018 06:43;232,2890625;34,16815567
P63 V 104C;2004;0104C;21/03/2018 06:47;194,3203125;21/03/2018 06:48;197,0800781;32,02363586
P63 V 104C;2083;0104C;21/03/2018 07:16;172;21/03/2018 07:16;99,68945313;163,0140076
P63 V 104C;2062;0104C;21/03/2018 07:35;70,91015625;21/03/2018 07:35;197,1191406;32,16360092
P63 V 104C;2052;0104C;21/03/2018 07:58;70,86132813;21/03/2018 07:59;197,1484375;32,16120148
P63 V 104C;2053;0104C;21/03/2018 08:03;172;21/03/2018 08:03;99,63867188;162,9839935
P63 V 104C;2050;0104C;21/03/2018 08:17;194,3203125;21/03/2018 08:18;99,68945313;19,60066605
P63 V 104C;2004;0104C;21/03/2018 08:24;267,2910156;21/03/2018 08:24;1,73828125;32,28359985
P63 V 104C;2083;0104C;21/03/2018 08:47;267,3007813;21/03/2018 08:48;99,6484375;24,01854515
P63 V 104C;2052;0104C;21/03/2018 09:34;14,48046875;21/03/2018 09:34;197,1601563;25,39679909
P64 V 104C;2083;0104C;21/03/2018 00:34;38,87109375;21/03/2018 00:34;168,3984375;24,87240028
P64 V 104C;2083;0104C;21/03/2018 05:34;137,4804688;21/03/2018 05:34;109,8710938;29,68199921
P64 V 104C;2026;0104C;21/03/2018 05:41;136,3203125;21/03/2018 05:42;168,3789063;36,56399918
P64 V 104C;2062;0104C;21/03/2018 05:56;408,0195313;21/03/2018 05:57;267,6015625;43,43271255
P64 V 104C;2052;0104C;21/03/2018 06:10;136,3007813;21/03/2018 06:10;168,3984375;36,56399918
P64 V 104C;2053;0104C;21/03/2018 06:13;38,890625;21/03/2018 06:13;141,9179688;50,07046127
P64 V 104C;2050;0104C;21/03/2018 06:43;3,73046875;21/03/2018 06:43;266,078125;38,85263824
P64 V 104C;2004;0104C;21/03/2018 06:48;38,93945313;21/03/2018 06:48;93,46875;43,33418274
P64 V 104C;2083;0104C;21/03/2018 07:16;136,3300781;21/03/2018 07:17;339,1679688;31,12363625
P64 V 104C;2062;0104C;21/03/2018 07:36;38,90039063;21/03/2018 07:36;168,4179688;373,1759949
P64 V 104C;2052;0104C;21/03/2018 07:59;38,87109375;21/03/2018 07:59;168,4492188;24,8784008
P64 V 104C;2053;0104C;21/03/2018 08:03;136,3808594;21/03/2018 08:04;257,7890625;25,80021858
P64 V 104C;2050;0104C;21/03/2018 08:18;38,91992188;21/03/2018 08:19;168,359375;29,84832001
P64 V 104C;2004;0104C;21/03/2018 08:24;234,28125;21/03/2018 08:25;133,828125;44,1731987
P64 V 104C;2083;0104C;21/03/2018 08:48;136,3496094;21/03/2018 08:49;168,3710938;37,82730865
P64 V 104C;2062;0104C;21/03/2018 09:08;3,701171875;21/03/2018 09:09;267,578125;32,55360031
P64 V 104C;2052;0104C;21/03/2018 09:34;38,859375;21/03/2018 09:35;163,7382813;24,31200027
P65 V 104C;2083;0104C;21/03/2018 00:35;5,296875;21/03/2018 00:35;115,53125;14,49960041
P65 V 104C;2083;0104C;21/03/2018 05:38;5,23828125;21/03/2018 05:39;284,0625;18,93600082
P65 V 104C;2026;0104C;21/03/2018 05:42;104,46875;21/03/2018 05:42;116,921875;26,56679916
P65 V 104C;2062;0104C;21/03/2018 05:57;5,24609375;21/03/2018 05:57;110,421875;24,49482346
P65 V 104C;2052;0104C;21/03/2018 06:10;104,4492188;21/03/2018 06:11;114,5625;26,28120041
P65 V 104C;2053;0104C;21/03/2018 06:14;5,23828125;21/03/2018 06:14;188,09375;22,45122528
P65 V 104C;2050;0104C;21/03/2018 06:43;5,23828125;21/03/2018 06:44;110,5039063;12,6261816
P65 V 104C;2004;0104C;21/03/2018 06:48;5,2890625;21/03/2018 06:49;116,7929688;14,64960003
P65 V 104C;2083;0104C;21/03/2018 07:16;409,1777344;21/03/2018 07:17;66,3203125;31,12363625
P65 V 104C;2062;0104C;21/03/2018 07:36;104,4296875;21/03/2018 07:37;188,0234375;19,1421814
P65 V 104C;2052;0104C;21/03/2018 07:59;104,3984375;21/03/2018 08:00;104,4414063;25,06080055
P65 V 104C;2053;0104C;21/03/2018 08:04;15,05859375;21/03/2018 08:04;113,4804688;15,42479992
P65 V 104C;2050;0104C;21/03/2018 08:19;104,4882813;21/03/2018 08:19;101,703125;21,20811462
P65 V 104C;2004;0104C;21/03/2018 08:25;5,24609375;21/03/2018 08:26;211,9804688;26,06760025
P65 V 104C;2083;0104C;21/03/2018 08:49;5,23828125;21/03/2018 08:50;163,0820313;27,54327202
P65 V 104C;2062;0104C;21/03/2018 09:09;5,26953125;21/03/2018 09:10;354,7421875;27,57523346
P65 V 104C;2052;0104C;21/03/2018 09:35;5,21875;21/03/2018 09:36;118,9726563;14,90279961
P66 V 104C;2083;0104C;21/03/2018 00:36;5,78125;21/03/2018 00:36;255,875;31,39920044
P66 V 104C;2083;0104C;21/03/2018 05:39;76,47265625;21/03/2018 05:39;258,546875;40,20240021
P66 V 104C;2026;0104C;21/03/2018 05:43;5,79296875;21/03/2018 05:43;348,828125;42,5544014
P66 V 104C;2062;0104C;21/03/2018 05:57;248,6445313;21/03/2018 05:58;416,3476563;43,52661896
P66 V 104C;2052;0104C;21/03/2018 06:11;63,453125;21/03/2018 06:12;306,046875;44,34000015
P66 V 104C;2053;0104C;21/03/2018 06:14;172,4414063;21/03/2018 06:15;193,546875;43,91880035
P66 V 104C;2050;0104C;21/03/2018 06:45;5,79296875;21/03/2018 06:46;393,5976563;33,43730164
P66 V 104C;2004;0104C;21/03/2018 06:49;243,7421875;21/03/2018 06:50;178,5664063;253,3860016
P66 V 104C;2083;0104C;21/03/2018 07:18;10,1015625;21/03/2018 07:18;59,6171875;10,91269588
P66 V 104C;2062;0104C;21/03/2018 07:37;5,78125;21/03/2018 07:38;193,5273438;23,91720009
P66 V 104C;2052;0104C;21/03/2018 08:00;243,1640625;21/03/2018 08:01;414,125;50,34561539
P66 V 104C;2053;0104C;21/03/2018 08:05;182,1640625;21/03/2018 08:05;220,8867188;48,36600113
P66 V 104C;2050;0104C;21/03/2018 08:20;5,79296875;21/03/2018 08:21;152,3476563;16,26582909
P66 V 104C;2004;0104C;21/03/2018 08:26;148,5546875;21/03/2018 08:26;258,5351563;48,85079956
P66 V 104C;2083;0104C;21/03/2018 08:50;138,625;21/03/2018 08:50;193,4960938;39,85440063
P66 V 104C;2062;0104C;21/03/2018 09:10;5,79296875;21/03/2018 09:11;258,546875;31,7208004
P66 V 104C;2052;0104C;21/03/2018 09:36;241,5625;21/03/2018 09:36;27,42578125;32,27880096
P67 V 104C;2083;0104C;21/03/2018 00:36;204,7617188;21/03/2018 00:36;56,89453125;31,39920044
P67 V 104C;2083;0104C;21/03/2018 05:39;275,453125;21/03/2018 05:39;59,56640625;40,20240021
P67 V 104C;2026;0104C;21/03/2018 05:43;204,7734375;21/03/2018 05:43;149,8476563;42,5544014
P67 V 104C;2062;0104C;21/03/2018 05:57;447,625;21/03/2018 05:58;217,3671875;43,52661896
P67 V 104C;2052;0104C;21/03/2018 06:11;262,4335938;21/03/2018 06:12;107,0664063;44,34000015
P67 V 104C;2053;0104C;21/03/2018 06:15;5,43359375;21/03/2018 06:15;19,0546875;17,63279915
P67 V 104C;2050;0104C;21/03/2018 06:45;204,7734375;21/03/2018 06:46;194,6171875;33,43730164
P67 V 104C;2004;0104C;21/03/2018 06:50;20,4140625;21/03/2018 06:51;260,2460938;18,37047195
P67 V 104C;2083;0104C;21/03/2018 07:18;139,3632813;21/03/2018 07:19;59,56640625;18,84600067
P67 V 104C;2062;0104C;21/03/2018 07:38;5,453125;21/03/2018 07:38;109,3359375;13,7748003
P67 V 104C;2052;0104C;21/03/2018 08:00;442,1445313;21/03/2018 08:01;215,1445313;50,34561539
P67 V 104C;2053;0104C;21/03/2018 08:05;381,1445313;21/03/2018 08:05;21,90625;48,36600113
P67 V 104C;2050;0104C;21/03/2018 08:21;46,6328125;21/03/2018 08:22;260,3476563;20,85147095
P67 V 104C;2004;0104C;21/03/2018 08:26;347,5351563;21/03/2018 08:26;59,5546875;48,85079956
P67 V 104C;2083;0104C;21/03/2018 08:50;5,484375;21/03/2018 08:51;109,5351563;13,80239964
P67 V 104C;2062;0104C;21/03/2018 09:10;204,7734375;21/03/2018 09:11;59,56640625;31,7208004
P68 V 104C;2083;0104C;21/03/2018 00:36;144,359375;21/03/2018 00:37;110,4609375;30,57839966
P68 V 104C;2083;0104C;21/03/2018 05:39;141,6875;21/03/2018 05:40;103,1914063;29,38559914
P68 V 104C;2026;0104C;21/03/2018 05:43;51,40625;21/03/2018 05:44;313,1015625;42,33019257
P68 V 104C;2062;0104C;21/03/2018 05:57;648,8789063;21/03/2018 05:58;16,11328125;43,52661896
P68 V 104C;2052;0104C;21/03/2018 06:12;94,1875;21/03/2018 06:12;213,703125;36,94680023
P68 V 104C;2053;0104C;21/03/2018 06:15;182,1992188;21/03/2018 06:16;213,734375;95,02320099
P68 V 104C;2050;0104C;21/03/2018 06:46;6,63671875;21/03/2018 06:46;60,3515625;40,19400024
P68 V 104C;2004;0104C;21/03/2018 06:50;221,6679688;21/03/2018 06:51;58,9921875;18,37047195
P68 V 104C;2083;0104C;21/03/2018 07:19;141,6875;21/03/2018 07:19;49,28125;40,44070435
P68 V 104C;2062;0104C;21/03/2018 07:38;91,91796875;21/03/2018 07:39;60,3515625;18,2723999
P68 V 104C;2052;0104C;21/03/2018 08:00;643,3984375;21/03/2018 08:01;13,890625;50,34561539
P68 V 104C;2053;0104C;21/03/2018 08:05;179,3476563;21/03/2018 08:06;30,78125;25,21559906
P68 V 104C;2050;0104C;21/03/2018 08:21;247,8867188;21/03/2018 08:22;59,09375;20,85147095
P68 V 104C;2004;0104C;21/03/2018 08:26;141,6992188;21/03/2018 08:27;60,34375;24,24480057
P68 V 104C;2083;0104C;21/03/2018 08:51;91,71875;21/03/2018 08:51;261,5507813;42,39239883
P68 V 104C;2062;0104C;21/03/2018 09:11;141,6875;21/03/2018 09:11;141,6914063;34,00559998
P69 V 104C;2083;0104C;21/03/2018 05:40;144,5390625;21/03/2018 05:40;65,3828125;25,19039917
P69 V 104C;2026;0104C;21/03/2018 05:43;299,1367188;21/03/2018 05:44;65,37109375;42,33019257
P69 V 104C;2062;0104C;21/03/2018 05:58;231,6171875;21/03/2018 05:59;65,37109375;35,63880157
P69 V 104C;2052;0104C;21/03/2018 06:12;34,02734375;21/03/2018 06:13;212,59375;29,59440041
P69 V 104C;2053;0104C;21/03/2018 06:16;33,99609375;21/03/2018 06:16;235,8710938;17,6642189
P69 V 104C;2050;0104C;21/03/2018 06:46;85,37890625;21/03/2018 06:47;230,5234375;20,6770916
P69 V 104C;2004;0104C;21/03/2018 06:51;5,0390625;21/03/2018 06:52;118,0429688;14,29316139
P69 V 104C;2083;0104C;21/03/2018 07:20;5,01953125;21/03/2018 07:20;193,34375;23,80319977
P69 V 104C;2062;0104C;21/03/2018 07:39;5,01953125;21/03/2018 07:40;118,0625;14,76959991
P69 V 104C;2052;0104C;21/03/2018 08:01;233,8398438;21/03/2018 08:02;65,3828125;35,90639877
P69 V 104C;2053;0104C;21/03/2018 08:06;5,02734375;21/03/2018 08:06;13,84375;67,93199921
P69 V 104C;2050;0104C;21/03/2018 08:22;34,02734375;21/03/2018 08:23;235,84375;17,6642189
P69 V 104C;2004;0104C;21/03/2018 08:27;187,3867188;21/03/2018 08:27;65,37109375;30,33119965
P69 V 104C;2083;0104C;21/03/2018 08:51;339,4492188;21/03/2018 08:51;13,8203125;42,39239883
